Id,Predicted
0,38.23934267948827
1,35.41501650035918
2,20.094213732529806
3,32.6599981794567
4,33.109128836129024
5,22.570246120799457
6,30.887796259113813
7,20.981328171065105
8,34.52758214858229
9,19.4385843204354
10,31.37619287778899
11,19.29802101132126
12,27.798852524200104
13,20.982714491119506
14,32.63809781182191
15,29.2932731307624
16,29.388227544132608
17,30.5407796210436
18,28.85460457014922
19,27.007211003618526
20,34.06759914321577
21,30.188491274559965
22,43.772084411177026
23,27.882413375043352
24,31.13614615203925
25,39.53521116343128
26,26.857872304626813
27,18.962770358427022
28,29.722103216557702
29,30.190501410939362
30,26.346439318468054
31,33.630802996046505
32,26.281529384625404
33,16.19389269523246
34,35.32576787370095
35,22.093750325467777
36,21.39015635373181
37,27.80996010506324
38,20.813004247770166
39,23.970604090343254
40,18.588263104515104
41,22.76272746309249
42,34.16111941710262
43,29.47283371692215
44,36.726204923474945
45,31.17430021524616
46,36.01938526613002
47,31.702385101777768
48,18.529224673080154
49,29.04987730144101
50,31.238464208538318
51,20.95061115310953
52,35.833193831564266
53,22.514011467485968
54,20.31143178387536
55,35.24044523328223
56,32.20979529531717
57,28.581017433116376
58,25.851796583665234
59,32.68704951983846
60,17.98031427693296
61,18.384943218346972
62,30.210976545429702
63,16.451422391773544
64,27.92559648411653
65,23.53810823166977
66,18.392647943027306
67,14.805334014553383
68,21.28964703639436
69,25.94408172317557
70,21.317928032750853
71,18.29670129580164
72,26.744990443901937
73,21.266176854973747
74,29.044774593242902
75,35.60848819855946
76,31.43810683565926
77,28.63204861591456
78,18.635315881241905
79,26.145456840589972
80,17.458051875332206
81,26.15252601222328
82,27.95095904649085
83,27.590053562271564
84,20.596221232951834
85,32.176169437194794
86,21.094233861272016
87,20.71763618533048
88,20.803928387920664
89,17.802586738756684
90,28.30493092550935
91,18.203422800610266
92,17.921151099550304
93,29.5308020590478
94,20.37027084230057
95,17.798716510519935
96,19.03883894543592
97,31.807315310278778
98,34.69266313114458
99,41.974387240293034
100,30.593935837907235
101,33.50516747549975
102,19.98697963255768
103,34.79927569254941
104,21.31709261673947
105,27.27627247699748
106,19.675415401131104
107,20.356693532121152
108,38.52627235571502
109,16.779465778252504
110,25.133481245153096
111,19.621242909120113
112,17.180337017801193
113,21.499430973833864
114,24.56517980668403
115,36.20349464623616
116,18.466805125954643
117,19.06105978373191
118,30.02799062460052
119,19.39281989590936
120,33.51263422902202
121,33.77904169344828
122,16.691815171532927
123,35.680020198713905
124,31.499503843462197
125,20.03086055669314
126,30.213137877491267
127,29.55740094519101
128,28.81316968344147
129,21.037572903668746
130,23.33973621667995
131,40.172543878893684
132,19.579904977578142
133,33.54398966504784
134,29.707937686807227
135,17.55595448792157
136,19.437224064295027
137,27.68393765576086
138,33.34518530363166
139,17.768563801939223
140,19.900627583562457
141,24.59579971263078
142,19.66594373671819
143,31.153886630499652
144,35.804551565824035
145,33.14299839226505
146,29.0674937068041
147,29.194983996064
148,20.396443606734252
149,26.637103659047693
150,31.74751359205941
151,29.12153999222316
152,39.40863107606496
153,20.114073580595996
154,37.906754620800946
155,32.852283829399816
156,18.755005593020666
157,20.86371508025161
158,33.37300306889133
159,31.989759728477726
160,50.76333271518357
161,29.924709768256047
162,24.21549498078954
163,32.8833455835902
164,40.36130773698551
165,32.243208433800106
166,43.63965764915307
167,38.73949380105061
168,32.43543349430042
169,20.994974687864527
170,29.72511971863551
171,31.45574160996274
172,22.47939240781824
173,33.595618065732836
174,18.963211443997082
175,27.869764708370315
176,30.28689928052567
177,31.83868409332162
178,32.99441048520611
179,27.250888260962256
180,34.88629773566211
181,20.112092152519388
182,21.640867994036853
183,36.398141227561815
184,18.896475753549925
185,21.766886779708802
186,18.14656741422426
187,16.106466937853487
188,21.123951306274968
189,31.544938130852838
190,32.55856125099245
191,35.02482898946384
192,35.26798361978084
193,29.406176614924107
194,15.59638997434096
195,18.589554657211213
196,17.066284506137876
197,19.830329370441596
198,19.452364738292363
199,18.29407088564889
200,20.361481586434063
201,15.94651288690867
202,30.49443338186281
203,18.830091076550104
204,17.66239974777932
205,30.91612929314871
206,35.0700865909079
207,20.133039286306133
208,31.68586650227898
209,37.26270818312099
210,29.54107913147354
211,30.615401428593582
212,26.22830694357639
213,16.305529296428542
214,31.263474728661844
215,29.68979524829244
216,20.246283230169734
217,32.250549613200796
218,32.650568451678105
219,36.97333614682805
220,16.710394071481087
221,18.986208126703854
222,18.075697239347367
223,37.37821392352076
224,18.193565436740652
225,35.855419216960684
226,30.19459858420463
227,27.901326650328343
228,29.985291339685734
229,19.25251063545735
230,40.587543763160845
231,30.335371880721606
232,19.924133954300654
233,27.741667296190073
234,28.80597874631755
235,20.00322247434461
236,19.329285389691552
237,40.02644122482325
238,22.855553984276074
239,34.85978401393128
240,27.136661107625525
241,30.395595437807774
242,18.03018575592876
243,25.610449346997452
244,32.25516199464754
245,29.76166034738802
246,21.254601804043887
247,30.048386029801275
248,18.580720859325538
249,30.79194721177555
250,38.451198406143355
251,26.968764051656034
252,21.19050732464562
253,26.071961581808065
254,27.440167958300133
255,41.28537502368982
256,31.338539767717354
257,17.447444051934877
258,40.76409393333127
259,27.552307853435597
260,19.97223189461752
261,20.981662952245024
262,32.40975252742666
263,19.92151509483747
264,31.183033744628858
265,19.004021472980668
266,22.357201375482415
267,18.5675892720665
268,27.066867727445327
269,18.79874597355602
270,19.827517003418244
271,26.92063511390256
272,19.883052681455332
273,14.988614362218811
274,33.78186532382113
275,27.057319056320626
276,29.830055657834624
277,29.45580720545559
278,33.59002610629248
279,19.991202082314157
280,21.98311446641236
281,25.802196358884938
282,29.239325228852447
283,38.721917768448016
284,37.57970226462623
285,16.28924813959227
286,29.179329608928015
287,31.827478953791964
288,28.058483568038763
289,30.846027601734875
290,28.299268987423165
291,32.00451972331012
292,17.739065503530153
293,16.31697487678493
294,18.29470674331461
295,31.229995044994983
296,27.483138800468243
297,19.352216246836935
298,29.42137870120638
299,33.63585408039191
300,21.27375420294207
301,19.678959783820144
302,31.365738121689873
303,37.88898493389352
304,35.33369371827563
305,16.233984217267047
306,36.9691002047938
307,32.25658320874522
308,18.775706143758665
309,20.16349882946583
310,25.93662399981886
311,37.155773779174986
312,19.852038961307613
313,40.031113326060435
314,27.197712155481526
315,32.885815153745064
316,30.77284853570072
317,37.44585876554324
318,22.734729484875547
319,15.323143568919404
320,31.892721428023197
321,32.51790397450916
322,16.624472714935035
323,22.108647823915685
324,36.9133567583229
325,26.144645008987677
326,28.934257506120804
327,18.828204447942053
328,35.997310930746146
329,18.680146102822814
330,36.790294875133654
331,19.765792573095307
332,31.99822361753785
333,29.690993282088527
334,20.28998610600758
335,35.18387030277567
336,34.99153320039461
337,28.801194321486207
338,19.06905836238834
339,20.6884534310827
340,38.41399723629912
341,31.69701128962468
342,18.619980697512116
343,36.26034798047221
344,22.545630953410107
345,29.568450688431387
346,19.6074069522552
347,26.926668703033318
348,21.63216872270854
349,33.61836681664837
350,18.401993804458836
351,29.645845804229477
352,26.107923289368276
353,21.642400891991656
354,39.44177430955198
355,32.68867300724518
356,21.739356077571518
357,29.4001446154158
358,38.005005372672215
359,27.803528372828243
360,19.54203378167986
361,22.321908071874347
362,30.891230288965005
363,32.27103047698358
364,43.735966475824334
365,27.137201818162847
366,37.48093376125281
367,34.49580558670673
368,23.44460277952265
369,20.22001751841637
370,32.668189698838404
371,44.053399556934785
372,19.652567570756915
373,23.42910782712072
374,16.345735994326393
375,33.75562404606826
376,31.008022487871926
377,18.788215065403634
378,37.09015816837149
379,32.147429718330066
380,38.070312046346416
381,36.03455066362037
382,33.89098461472113
383,27.433264184709614
384,31.234378615297505
385,30.44991855160322
386,24.9906249957865
387,19.54231326035693
388,27.249040147334416
389,29.295455632756756
390,19.737873680226258
391,26.884829479732602
392,22.032125898000533
393,17.076818688080095
394,21.772150273984526
395,19.909464739877446
396,22.603550895949187
397,27.035074347608145
398,36.77405115700862
399,21.45224697005069
400,30.354189847505978
401,34.02866601280971
402,48.20055439504734
403,17.818488997550045
404,28.767849463131586
405,33.58273381100307
406,25.795044936527194
407,28.61877901966389
408,32.037409761917765
409,31.498618578542146
410,32.43604965145793
411,29.890047917792746
412,21.09673726969064
413,25.970344857098308
414,18.99821195446682
415,34.093501964547634
416,24.337704229056353
417,37.09900506624218
418,22.97268781285406
419,24.098301359094
420,29.284431672225676
421,34.072934109318474
422,31.723015514326946
423,25.069449767209885
424,20.319083028599653
425,41.343623692865584
426,29.854945999934728
427,20.267356133288967
428,37.000619469948425
429,32.575435296446514
430,23.779519450752673
431,31.267438305542367
432,28.961550676768
433,31.19766024223411
434,19.418731000366538
435,19.341708021973187
436,29.99448581609745
437,32.412585199154314
438,20.253657090628263
439,20.93364217190178
440,17.503154181963726
441,36.58280941209117
442,32.71331293598411
443,18.451206751706096
444,32.35139437473349
445,27.801443622536837
446,33.41353398850159
447,30.30031212128202
448,18.04399814884115
449,32.95573192223019
450,17.02814984229675
451,17.99112400888175
452,18.54656383711824
453,34.9782017296776
454,38.877253906640064
455,29.088105251501954
456,22.9233290014442
457,24.397819410173327
458,18.025465132439997
459,29.69085538317266
460,36.879021046448955
461,24.37158125123153
462,21.456626863274575
463,32.760088498697634
464,28.083527409730237
465,33.84652381061469
466,19.727746314430956
467,34.372788289472616
468,27.851484479762423
469,27.143352691272252
470,29.786028122074992
471,38.203264130793336
472,38.776495011674655
473,18.629683474978965
474,18.558817359699812
475,25.885620446613355
476,25.083919237349022
477,35.855501763946435
478,19.177541154500236
479,30.554355933632326
480,46.259388447130334
481,21.070371824653957
482,34.605578459446605
483,36.598543280882836
484,36.80558998410654
485,31.976879196482212
486,31.564327930739694
487,35.483356374908944
488,19.9820978134007
489,35.90313505797644
490,33.57818357265888
491,34.44989056940688
492,29.204148460155768
493,17.20590728826599
494,19.650425369495732
495,29.920701379427328
496,21.23428883414315
497,19.503951738266725
498,16.52085160926591
499,30.89410454924567
500,30.63093587900616
501,19.192157752788226
502,22.216941726235238
503,28.361689795842562
504,27.073697457713546
505,28.258960585920708
506,36.23626644661107
507,19.134205975844154
508,36.05272644003612
509,19.597142453132005
510,21.441012556452183
511,21.42827500922911
512,26.484871425088993
513,19.44345605852209
514,28.41698117315666
515,32.63806098522762
516,18.812109872971444
517,27.92669767352169
518,28.09524414741969
519,32.359536136141756
520,21.65770879245837
521,31.577173168919376
522,33.93682308459097
523,33.50930899792496
524,29.9004512450496
525,28.43920534805319
526,35.19854835145876
527,31.577086946133885
528,32.4525350987336
529,25.117775921454832
530,32.61759556708762
531,20.37246625157175
532,21.242775899842716
533,31.982701134405072
534,35.03288860729281
535,21.191744604671168
536,34.68697880208277
537,32.830126648114195
538,28.60863666399278
539,27.366575104121143
540,35.84779545717875
541,19.131974943366018
542,35.28676789254878
543,30.452882313177042
544,30.480406162749876
545,19.875252689413145
546,29.678740525113568
547,30.847942484075585
548,31.019087990868616
549,29.033041140297296
550,33.49011696050508
551,29.031236345276387
552,28.68205969461501
553,31.46296282392895
554,18.455266274557445
555,19.959852616492938
556,20.709921986080065
